,地方番号,品種名,品種名（かな）,分類:水陸,分類:粳糯,系統番号,育成開始年,配布開始年,農林登録番号,農林登録年,命名年,育成地,交配組合せ
10540,"陸稲東海27号
",,,陸稲,糯,,1936,1941,,,,三重県　県立農事試験場農林省指定陸稲地方的試験地,陸稲東海5号/陸稲農林糯4号
10541,"陸稲東海28号
",,,陸稲,粳,,1936,1942,,,,三重県　県立農事試験場農林省指定陸稲地方的試験地,陸稲農林糯1号/千代田早生
10542,"陸稲東海29号
",,,陸稲,粳,,1936,1942,,,,三重県　県立農事試験場農林省指定陸稲地方的試験地,陸稲農林糯1号/陸稲東海9号
10543,"陸稲東海30号
",,,陸稲,糯,,1936,1942,,,,三重県　県立農事試験場農林省指定陸稲地方的試験地,陸稲農林糯1号/陸稲東海9号
10544,"陸稲東海31号
 
",陸稲農林24号,りくとうのうりん24ごう,陸稲,粳,,1936,1942,陸稲農林24号,1944,1944,三重県　県立農事試験場農林省指定陸稲地方的試験地,陸稲農林糯1号/陸稲東海9号
10545,"陸稲東海32号
 
",ハタムラサキ,はたむらさき,陸稲,粳,,1936,1943,陸稲農林29号,1951,1951,　　農林水産省　鈴鹿農事改良実験所,陸稲農林糯1号/陸稲東海9号
10546,"陸稲東海糯33号
 
",オワリハタモチ,おわりはたもち,陸稲,糯,,1937,1943,陸稲農林糯30号,1951,1951,　　農林水産省　鈴鹿農事改良実験所,陸稲農林糯1号/陸稲農林糯4号
10547,"陸稲東海糯34号
",,,陸稲,糯,,1937,1944,,,,三重県　県立農事試験場農林省指定陸稲地方的試験地,陸稲農林糯1号/陸稲農林糯4号
10548,"陸稲東海糯35号
",,,陸稲,糯,,1937,1945,,,,三重県　県立農事試験場農林省指定陸稲地方的試験地,陸稲農林糯1号/陸稲農林糯4号
10549,"陸稲東海36号
",,,陸稲,粳,,1938,1945,,,,三重県　県立農事試験場農林省指定陸稲地方的試験地,陸稲東海20号/陸稲農林10号
10550,"陸稲東海糯37号
 
",,,陸稲,糯,,1939,1946,,,,三重県　県立農事試験場農林省指定陸稲地方的試験地,陸稲農林糯6号/陸稲農林糯1号
10551,,富山1号,とやま1ごう,水稲,粳,,1930,1939,,,1943,富山県　県農事試験場,石白132号/交配8号
10552,,富山2号,とやま2ごう,水稲,粳,,1929,1939,,,1943,富山県　県農事試験場,銀坊主38号/水島40号
10553,"試作106号
 
",富山3号,とやま3ごう,水稲,粳,,1934,1942,,,1943,富山県　県農事試験場,早生旭28号/短銀坊主
10554,"試作104号
",富山4号,とやま4ごう,水稲,粳,,1934,1942,,,1943,富山県　県農事試験場,早生旭28号/短銀坊主
10555,"試作107号
",富山5号,とやま5ごう,水稲,粳,,1933,1942,,,1943,富山県　県農事試験場,陸羽132号/立山錦
10556,"富山6号
",,,水稲,粳,,,,,,,富山県　県農事試験場,
10557,"富山7号
",,,水稲,粳,,,,,,,富山県　県農事試験場,
10558,"富山8号
",,,水稲,粳,,,,,,,富山県　県農事試験場,
10559,"富山9号
",,,水稲,粳,,,,,,,富山県　県農事試験場,
10560,"富山10号
",,,水稲,粳,,,,,,,富山県　県農事試験場,
10561,"富山11号
",,,水稲,粳,富交134,1970,1977,,,,富山県　県農業試験場,黒部1号/富交76
10562,"富山12号
",,,水稲,粳,富交142,1970,1977,,,,富山県　県農業試験場,日本海/富交76
10563,"富山13号
",,,水稲,粳,と系167,1971,1977,,,,富山県　県農業試験場,コシヒカリ//農林22号/富交60
10564,"富山14号
",,,水稲,粳,と系202,1971,1979,,,,富山県　県農業試験場,日本晴/越路早生
10565,"富山15号
",,,水稲,粳,と系212,1972,1979,,,,富山県　県農業試験場,コシヒカリ/富交95
10566,"富山16号
 
",とやまにしき,とやまにしき,水稲,粳,と系214,1972,1979,,,1982,富山県　県農業試験場,コシヒカリ/北陸84号
10567,"富山17号
",,,水稲,粳,と系213,1972,1981,,,,富山県　県農業試験場,コシヒカリ/富交95
10568,"富山18号
",,,水稲,粳,と系333,1974,1982,,,,富山県　県農業試験場,コシヒカリ/富交60//日本晴/F6-16
10569,"富山19号
",,,水稲,粳,と系332,1974,1982,,,,富山県　県農業試験場,コシヒカリ/富交60//日本晴/F6-16
10570,"富山糯20号
",,,水稲,糯,と系糯290,1974,1983,,,,富山県　県農業試験場,富交糯81/富交糯84
10571,"富山21号
",とみひかり,とみひかり,水稲,粳,と系262,1973,1983,,,1986,富山県　県農業技術センター農業試験場,コシヒカリ//日本晴/富交60
10572,"富山22号
",,,水稲,粳,と系251,1973,1984,,,,富山県　県農業試験場,コシヒカリ/49-151
10573,"富山糯23号
 
",らいちょうもち,らいちょうもち,水稲,糯,と系糯309,1974,1985,,,1987,富山県　県農業技術センター農業試験場,富交糯81/富交糯84
10574,"富山糯24号
",万葉もち,まんようもち,水稲,糯,と系糯489,1977,1985,,,1987,富山県　県農業技術センター農業試験場,77-5133/富交76
10575,"富山25号
",,,水稲,粳,と系526,1980,1987,,,,富山県　県農業技術センター農業試験場,富山16号/フクヒカリ
10576,"富山26号
",,,水稲,粳,と系527,1980,1987,,,,富山県　県農業技術センター農業試験場,富山16号/フクヒカリ
10577,"富山27号
 
",越の華,こしのはな,水稲,粳,と系624,1983,1988,,,1990,富山県　県農業技術センター農業試験場,庄内32号/と系196
10578,"富山28号
",,,水稲,粳,と系528,1981,1988,,,,富山県　県農業技術センター農業試験場,富山11号/ふ系126号
10579,"富山29号
",,,水稲,粳,と系589,1980,1988,,,,富山県　県農業技術センター農業試験場,と系256/と系219
10580,"富山30号
",,,水稲,粳,と系593,1982,1988,,,,富山県　県農業技術センター農業試験場,中部40号/越路早生
10581,"富山31号
",,,水稲,粳,と系650,1983,1990,,,,富山県　県農業技術センター農業試験場,フクヒカリ/庄内32号
10582,"富山32号
 
",おわら美人,おわらびじん,水稲,粳,と系652,1983,1991,,,1994,富山県　県農業技術センター農業試験場,庄内32号/と系196
10583,"富山33号
",,,水稲,粳,と系716,1989,1992,,,,富山県　県農業技術センター農業試験場,越南133号/西南70号
10584,"富山34号
",,,水稲,粳,と系722,1989,1992,,,,富山県　県農業技術センター農業試験場,と系432/はなひかり
10585,"富山35号
",,,水稲,粳,と系805,1989,1993,,,,富山県　県農業技術センター農業試験場,ハツシモ/と系626
10586,"富山36号
",来夢36,らいむ36,水稲,粳,と系806,1989,1993,,,1999,富山県　県農業技術センター農業試験場,富山21号/富山25号
10587,"富山37号
",,,水稲,粳,と系817,1985,1993,,,,富山県　県農業技術センター農業試験場,富山21号/60-621
10588,"富山38号
",,,水稲,粳,と系814,1986,1994,,,,富山県　県農業技術センター農業試験場,と系575/あきたこまち
10589,"富山39号
",,,水稲,粳,と系786,1985,1994,,,,富山県　県農業技術センター農業試験場,富山22号/中部40号
10590,"富山40号
",,,水稲,粳,と系789,1985,1994,,,,富山県　県農業技術センター農業試験場,富山21号/中部17号
10591,"富山41号
",,,水稲,粳,と系908,1987,1995,,,,富山県　県農業技術センター農業試験場,と系593/フクヒカリ
10592,"富山42号
",,,水稲,粳,と系916,1988,1995,,,,富山県　県農業技術センター農業試験場,とやまにしき/越南146号
10593,"富山43号
",,,水稲,粳,と系910,1987,1996,,,,富山県　県農業技術センター農業試験場,富山21号/富山25号
10594,"富山44号
",,,水稲,粳,と系931,1989,1996,,,,富山県　県農業技術センター農業試験場,と系650/と系669
10595,"富山酒45号
 
",雄山錦,おやまにしき,水稲,粳,と系酒831,1986,1996,,,1999,富山県　県農業技術センター農業試験場,ひだほまれ/秋田酒33号
10596,"富山46号
",,,水稲,粳,と系943,1988,1997,,,,富山県　県農業技術センター農業試験場,こがねもち/とやまにしき
10597,"富山47号
",,,水稲,粳,と系955,1989,1998,,,,富山県　県農業技術センター農業試験場,サオトメ/秋田32号
10598,"富山48号
",,,水稲,粳,と系987,1990,1998,,,,富山県　県農業技術センター農業試験場,と系744/中部83号
10599,"富山49号
",,,水稲,粳,と系1017,1991,1998,,,,富山県　県農業技術センター農業試験場,東北143号/越南146号
10600,"富山50号
",,,水稲,粳,と系1022,1991,1998,,,,富山県　県農業技術センター農業試験場,東北143号/越南146号
10601,"富山51号
",,,水稲,粳,と系992,1990,1999,,,,富山県　県農業技術センター農業試験場,と系716/コシヒカリ
10602,"富山52号
",,,水稲,粳,と系996,1989,1999,,,,富山県　県農業技術センター農業試験場,キヌヒカリ/越南146号
10603,"富山53号
",,,水稲,粳,と系1038,1991,1999,,,,富山県　県農業技術センター農業試験場,キヌヒカリ//キヌヒカリ/M401///北陸148号
10604,"富山54号
 
",とがおとめ,とがおとめ,水稲,粳,と系1014,1991,1999,,,2003,富山県　県農業技術センター農業試験場,東北143号/越南146号
10605,"富山55号
",,,水稲,粳,と系1036,1991,1999,,,,富山県　県農業技術センター農業試験場,キヌヒカリ/越南146号
10606,"富山糯56号
 
",,,水稲,糯,と系糯937,1983,1999,,,,富山県　県農業技術センター農業試験場,と系306//ヒメノモチ/と系248
10607,"富山57号
 
",てんたかく,てんたかく,水稲,粳,と系1073,1992,2000,,,2003,富山県　県農業技術センター農業試験場,越南146号/東北143号
10608,"富山58号
",,,水稲,粳,と系1088,1991,2000,,,,富山県　県農業技術センター農業試験場,越南152号/と系657
10609,"富山59号
",,,水稲,粳,と系1062,,2001,,,,富山県　県農業技術センター農業試験場,越南146号/東北143号
10610,"富山60号
 
",,,水稲,粳,と系1107,,2001,,,,富山県　県農業技術センター農業試験場,富山32号/東北143号
10611,"富山du61号
",,,水稲,粳,と系1141,1994,2002,,,,富山県　県農業技術センター農業試験場,ハナエチゼン/関東168号
10612,"富山62号
",,,水稲,粳,と系1152,1994,2002,,,,富山県　県農業技術センター農業試験場,ハナエチゼン/愛知94号
10613,"富山63号
 
",,,水稲,粳,と系1125,1993,2002,,,,富山県　県農業技術センター農業試験場,越南154号/と系786
10614,"富山64号
",,,水稲,粳,と系1145,1994,2003,,,,富山県　県農業技術センター農業試験場,ハナエチゼン/はえぬき
10615,"富山65号
",,,水稲,粳,と系1231,1994,2003,,,,富山県　県農業技術センター農業試験場,H6生70/富山39号
10616,"富山66号
",,,水稲,粳,と系1259,1996,2004,,,,富山県　県農業技術センター農業試験場,と系944/越南169号
10617,"富山67号
 
",てんこもり,てんこもり,水稲,粳,と系1243,1996,2004,,,2007,富山県　県農林水産総合技術センター農業研究所,富山36号/と系1000
10618,"富山68号
",,,水稲,粳,と系1275,1996,2005,,,,富山県　県農業技術センター農業試験場,どんとこい//富山36号/ハナエチゼン
10619,"富山酒69号
",富の香,とみのかおり,水稲,粳,と系酒1282,1997,2006,,,2008,富山県　県農林水産総合技術センター農業研究所,山田錦/富山酒45号
10620,"富山糯70号
",,,水稲,糯,と系糯1280,1997,2006,,,,富山県　県農業技術センター農業試験場,新大正糯/H9生糯29
10621,"富山赤71号
",富山赤71号,とやまあか1ごう,水稲,粳,と系赤1300,2004,,,,2007,富山県　県農林水産総合技術センター農業研究所,と系赤1284/SL-202
10622,"富山72号
",,,水稲,粳,と系1287,2000,,,,,富山県　県農業技術センター農業試験場,富山54号/奥羽371号
10623,"富山73号
",,,水稲,粳,と系1332B,2004,2009,,,,富山県　県農林水産総合技術センター農業研究所,コシヒカリ/中国117号//4*コシヒカリ
10624,"富山74号
",,,水稲,粳,KHSL-19,2002,2009,,,,富山県　県農林水産総合技術センター農業研究所,コシヒカリ/ハバタキ//5*コシヒカリ
10625,"富山黒75号
",,,水稲,粳,,2001,,,,,富山県　県農業技術センター農業試験場,コシヒカリ/紅血糯//4*コシヒカリ
10626,"富山76号
",,,水稲,粳,と系1362,2006,2011,,,,富山県　県農林水産総合技術センター農業研究所,てんたかく/コシヒカリ//2*てんたかく
10627,"富山77号
",,,水稲,粳,と系1363,2006,2011,,,,富山県　県農林水産総合技術センター農業研究所,てんたかく/コシヒカリ//2*てんたかく
10628,"富山赤78号
",,,水稲,粳,と系赤1400,2007,,,,,富山県　県農業技術センター農業試験場,(H19Rc／Rd-2-1)/H19KA50
10629,"富山79号
",,,水稲,粳,と系1443,2003,2012,,,,富山県　県農林水産総合技術センター農業研究所,てんたかく/コシヒカリ//3*てんたかく
10630,"富山80号
",コシヒカリ富山APQ1号,こしひかりとやまAPQ1ごう,水稲,粳,と系1424,1999,2012,,,2015,富山県　県農林水産総合技術センター農業研究所,ハバタキ/コシヒカリ//5*コシヒカリ
10631,"富山81号
",てんたかく81,てんたかく81,水稲,粳,と系1471,2003,2013,,,2018,富山県　県農林水産総合技術センター農業研究所,てんたかく/コシヒカリ//4*てんたかく
10632,"富山82号
",,,水稲,粳,と系1490,2004,2014,,,,富山県　県農林水産総合技術センター農業研究所,密陽23号/コシヒカリ//4*コシヒカリ
10633,"富山83号
",,,水稲,粳,と系1469,2003,2014,,,,富山県　県農林水産総合技術センター農業研究所,てんたかく/コシヒカリ//4*てんたかく
10634,"富山86号
",富富富,ふふふ,水稲,粳,と系1579,2012,,,,2017,富山県　県農林水産総合技術センター農業研究所,コシヒカリ富筑SDBL2号/富山80号//12-9367B
10635,"富山89号
",,,水稲,粳,と系1595,2012,2016,,,,富山県　県農林水産総合技術センター農業研究所,富山79号/と系1470
10636,"富山90号
",,,水稲,粳,と系1631,2003,2017,,,,富山県　県農林水産総合技術センター農業研究所,てんたかく/コシヒカリ//4*てんたかく
10637,"富山91号
",,,水稲,粳,と系1587,2012,,,,,富山県　県農林水産総合技術センター農業研究所,富山80号/lcd-kmt2//コシヒカリ富筑SDBL2号
10638,"富山92号
",,,水稲,粳,と系1630,2003,2018,,,,富山県　県農林水産総合技術センター農業研究所,てんたかく/コシヒカリ//5*てんたかく
10639,"富山93号
",,,水稲,粳,と系1643,2003,2018,,,,富山県　県農林水産総合技術センター農業研究所,てんたかく/コシヒカリ//4*てんたかく
10640,"富山94号
",,,水稲,粳,と系1663,2013,2019,,,,富山県　県農林水産総合技術センター農業研究所,てんたかく/コシヒカリ環1号//2*てんたかく
10641,"富山95号
",,,水稲,粳,と系1692,2012,2019,,,,富山県　県農林水産総合技術センター農業研究所,てんたかく/富山80号//4*てんたかく
10642,"富山96号
",,,水稲,粳,と系1667,2013,2019,,,,富山県　県農林水産総合技術センター農業研究所,てんこもり/コシヒカリ環1号//2*てんこもり
10643,"富山97号
",,,水稲,粳,と系1696,2012,2019,,,,富山県　県農林水産総合技術センター農業研究所,てんこもり/富山80号//4*てんこもり
10644,"富山98号
",,,水稲,粳,と系1700,2017,,,,,富山県　県農林水産総合技術センター農業研究所,と系1587/富富富
10645,"富山99号
",,,水稲,粳,と系1709,2016,,,,,富山県　県農林水産総合技術センター農業研究所,と系1629/富山86号
10646,"富山BL1号
",コシヒカリ富山BL1号,こしひかりとやまBL1ごう,水稲,粳,と系B5,1991,2004,,,1999,富山県　県農業技術センター農業試験場,コシヒカリ*2/BC-zt
10647,"富山BL2号
",コシヒカリ富山BL2号,こしひかりとやまBL2ごう,水稲,粳,と系B1,1991,2004,,,1999,富山県　県農業技術センター農業試験場,コシヒカリ*2/BC-ta2
10648,"富山BL3号
",コシヒカリ富山BL3号,こしひかりとやまBL3ごう,水稲,粳,生185,1991,2004,,,1999,富山県　県農業技術センター農業試験場,コシヒカリ*3/BC-b
10649,"富山BL4号
 
",コシヒカリ富山BL4号,こしひかりとやまBL4ごう,水稲,粳,と系BL5,1991,2004,,,1999,富山県　県農業技術センター農業試験場,コシヒカリ*4/BC89
10650,"富山BL5号
",コシヒカリ富山BL5号,こしひかりとやまBL5ごう,水稲,粳,と系BL3,1991,,,,1999,富山県　県農業技術センター農業試験場,コシヒカリ*5/BC49
10651,"富山BL6号
",コシヒカリ富山BL6号,こしひかりとやまBL6ごう,水稲,粳,と系BL24,1991,,,,2000,富山県　県農業技術センター農業試験場,コシヒカリ*5/BC57
10652,"富山BL7号
",コシヒカリ富山BL7号,こしひかりとやまBL7ごう,水稲,粳,と系BL41,1996,,,,2008,富山県　県農林水産総合技術センター農業研究所,コシヒカリ/96KBIL-32//2*コシヒカリ
10653,"富山SBA201号
",,,水稲,粳,H21SBAPG-901,2007,2011,,,,富山県　県農林水産総合技術センター農業研究所,SL-236/コシヒカリ富筑SDBL2号
10654,"富山SBA301号
",,,水稲,粳,,2007,2011,,,,富山県　県農林水産総合技術センター農業研究所,SL-236/コシヒカリ富筑SDBL3号
10655,"富山SBA401号
",,,水稲,粳,H21SBAPG-914,2007,2011,,,,富山県　県農林水産総合技術センター農業研究所,SL-236/コシヒカリ富筑SDBL4号
10656,"鳥系1号
",,,水稲,粳,,1965,1969,,,,鳥取県　県農業試験場,農林8号(ガンマ線照射による突然変異)
10657,"鳥系2号
",,,水稲,粳,,1965,1969,,,,鳥取県　県農業試験場,農林8号(ガンマ線照射による突然変異)
10658,"鳥系3号
",,,水稲,粳,,1965,1969,,,,鳥取県　県農業試験場,農林8号(ガンマ線照射による突然変異)
10659,"鳥系4号
",,,水稲,粳,,1965,1969,,,,鳥取県　県農業試験場,農林8号(ガンマ線照射による突然変異)
10660,"鳥系5号
",,,水稲,粳,,1965,1969,,,,鳥取県　県農業試験場,農林8号(ガンマ線照射による突然変異)
10661,"鳥系6号
",,,水稲,粳,,1965,1970,,,,鳥取県　県農業試験場,農林8号(ガンマ線照射による突然変異)
10662,"鳥系7号
 
",,,水稲,粳,,1965,1970,,,,鳥取県　県農業試験場,農林8号(ガンマ線照射による突然変異)
10663,"鳥系8号
",,,水稲,粳,,1965,1971,,,,鳥取県　県農業試験場,金剛/秋晴
10664,"鳥系9号
",,,水稲,粳,,1965,1971,,,,鳥取県　県農業試験場,金剛/秋晴
10665,"鳥系10号
",,,水稲,粳,,1965,1971,,,,鳥取県　県農業試験場,金剛/秋晴
10666,"鳥系11号
",,,水稲,粳,,1965,1971,,,,鳥取県　県農業試験場,金剛/秋晴
10667,"鳥系12号
",,,水稲,粳,,1965,1971,,,,鳥取県　県農業試験場,Ta820(ガンマ線照射による突然変異)
10668,"鳥系13号
",,,水稲,粳,,1965,1971,,,,鳥取県　県農業試験場,農林8号(ガンマ線照射による突然変異)
10669,"鳥系14号
",,,水稲,粳,,1965,1971,,,,鳥取県　県農業試験場,農林8号(ガンマ線照射による突然変異)
10670,"鳥系15号
",,,水稲,粳,,1965,1971,,,,鳥取県　県農業試験場,農林8号(ガンマ線照射による突然変異)
10671,"鳥系16号
",,,水稲,粳,,1965,1971,,,,鳥取県　県農業試験場,農林8号(ガンマ線照射による突然変異)
10672,"鳥系17号
",,,水稲,粳,,1965,1971,,,,鳥取県　県農業試験場,農林8号(ガンマ線照射による突然変異)
10673,"鳥系18号
",,,水稲,粳,,1965,,,,,鳥取県　県農業試験場,農林8号(ガンマ線照射による突然変異)
10674,"鳥系19号
",,,水稲,粳,,1965,,,,,鳥取県　県農業試験場,農林8号(ガンマ線照射による突然変異)
10675,"鳥系20号
",,,水稲,粳,,1965,,,,,鳥取県　県農業試験場,農林8号(ガンマ線照射による突然変異)
10676,"鳥系21号
",,,水稲,粳,,1966,1972,,,,鳥取県　県農業試験場,Ta820(EI処理による突然変異)
10677,"鳥系22号
 
",,,水稲,粳,,1966,1972,,,,鳥取県　県農業試験場,農林22号(EI処理による突然変異)
10678,"鳥系23号
",,,水稲,粳,,1966,1972,,,,鳥取県　県農業試験場,ヤマビコ(EI処理による突然変異)
10679,"鳥系24号
",,,水稲,粳,,1966,1972,,,,鳥取県　県農業試験場,ヤマビコ(EI処理による突然変異)
10680,"鳥系25号
",,,水稲,粳,,1965,1973,,,,鳥取県　県農業試験場,農林8号(ガンマ線照射による突然変異)
10681,"鳥系26号
",,,水稲,粳,,1965,1973,,,,鳥取県　県農業試験場,農林8号(ガンマ線照射による突然変異)
10682,"鳥系27号
",,,水稲,粳,,1965,1973,,,,鳥取県　県農業試験場,農林8号(ガンマ線照射による突然変異)
10683,"鳥系28号
",,,水稲,粳,,1965,1973,,,,鳥取県　県農業試験場,農林8号(ガンマ線照射による突然変異)
10684,"鳥系29号
",,,水稲,粳,,1965,1973,,,,鳥取県　県農業試験場,農林8号(ガンマ線照射による突然変異)
10685,"鳥系30号
",,,水稲,粳,,1965,1973,,,,鳥取県　県農業試験場,Ta820(ガンマ線照射による突然変異)
10686,"鳥系31号
",,,水稲,粳,,1965,1973,,,,鳥取県　県農業試験場,Ta820(ガンマ線照射による突然変異)
10687,"鳥系32号
",,,水稲,粳,2124／73,1966,1973,,,,鳥取県　県農業試験場,農林22号(EI処理による突然変異)
10688,"鳥系33号
",,,水稲,粳,2141／73,1966,1973,,,,鳥取県　県農業試験場,ヤマビコ(EI処理による突然変異)
10689,"鳥系34号
",,,水稲,粳,2157／73,1967,1973,,,,鳥取県　県農業試験場,農林22号(X線照射による突然変異)
10690,"鳥系35号
",,,水稲,粳,2003／75,1966,1975,,,,鳥取県　県農業試験場,ヤマビコ(EI処理による突然変異)
10691,"鳥系36号
",,,水稲,粳,2006／75,1965,1975,,,,鳥取県　県農業試験場,農林8号(ガンマ線照射による突然変異)
10692,"鳥系37号
",,,水稲,粳,2008／75,1965,1975,,,,鳥取県　県農業試験場,Ta820(ガンマ線照射による突然変異)
10693,"鳥系38号
",,,水稲,粳,2009／75,1966,1975,,,,鳥取県　県農業試験場,ヤマビコ(EI処理による突然変異)
10694,"鳥系39号
",,,水稲,粳,2039／75,1965,1975,,,,鳥取県　県農業試験場,農林8号(ガンマ線照射による突然変異)
10695,"鳥系40号
",,,水稲,粳,2042／75,1966,1975,,,,鳥取県　県農業試験場,農林22号(EI処理による突然変異)
10696,"鳥系41号
",,,水稲,粳,2069／75,1966,1975,,,,鳥取県　県農業試験場,ヤマビコ(EI処理による突然変異)
10697,"鳥系42号
",,,水稲,粳,,1965,1976,,,,鳥取県　県農業試験場,雲系36-37/ふ系73号
10698,"鳥系43号
",,,水稲,粳,2054／77,1967,1977,,,,鳥取県　県農業試験場,農林22号(EI処理による突然変異)
10699,"鳥系44号
",,,水稲,粳,2060／77,1965,1977,,,,鳥取県　県農業試験場,農林8号(ガンマ線照射による突然変異)
10700,"鳥系45号
",,,水稲,粳,3101／79,1974,1979,,,,鳥取県　県農業試験場,レイメイ/トドロキワセ
10701,"鳥系46号
",,,水稲,粳,3126／79,1975,1979,,,,鳥取県　県農業試験場,東海29号/ホウネンワセ
10702,"鳥系47号
",,,水稲,粳,3145／79,1974,1979,,,,鳥取県　県農業試験場,鳥系5号/サチミノリ
10703,"鳥系48号
",,,水稲,粳,3154／79,1973,1979,,,,鳥取県　県農業試験場,鳥系17号/クニヒカリ
10704,"鳥系49号
",,,水稲,粳,3102／80,1974,1980,,,,鳥取県　県農業試験場,レイメイ/トドロキワセ
10705,"鳥系50号
",,,水稲,粳,3128／80,1974,1980,,,,鳥取県　県農業試験場,レイメイ/トドロキワセ
10706,"鳥系51号
",,,水稲,粳,3124／81,1975,1981,,,,鳥取県　県農業試験場,タマヨド/鳥系5号
10707,"鳥系52号
",,,水稲,粳,3131／81,1974,1981,,,,鳥取県　県農業試験場,鳥系11号/北陸84号
10708,"鳥系53号
",,,水稲,粳,3137-81,1973,1981,,,,鳥取県　県農業試験場,農林22号/関東100号
10709,"鳥系54号
",,,水稲,粳,3151-81,1973,1981,,,,鳥取県　県農業試験場,鳥系16号/北陸84号
10710,"鳥系55号
",,,水稲,粳,3045-82,1973,1982,,,,鳥取県　県農業試験場,北陸84号/鳥系2号
10711,"鳥系56号
",,,水稲,粳,3072-82,1974,1982,,,,鳥取県　県農業試験場,北陸84号/ホウネンワセ
10712,"鳥系57号
",,,水稲,粳,3079-82,1975,1982,,,,鳥取県　県農業試験場,タマヨド/鳥系5号
10713,"鳥系58号
",,,水稲,粳,3028-83,1977,1983,,,,鳥取県　県農業試験場,西海130号/コシヒカリ
10714,"鳥系59号
 
",にじひかり,にじひかり,水稲,粳,3060-83,1973,1983,,,1985,鳥取県　県農業試験場,鳥系4号/サトミノリ
10715,"鳥系60号
",,,水稲,粳,3028-84,1973,1984,,,,鳥取県　県農業試験場,北陸84号/トドロキワセ
10716,"鳥系61号
",,,水稲,粳,3062-84,1977,1984,,,,鳥取県　県農業試験場,農林22号/鳥系9号
10717,"鳥系62号
",,,水稲,粳,3064-84,1975,1984,,,,鳥取県　県農業試験場,レイメイ/トドロキワセ
10718,"鳥系63号
",,,水稲,粳,3073-85,1974,1985,,,,鳥取県　県農業試験場,日本晴/農林22号
10719,"鳥系64号
",,,水稲,粳,3018-86,1977,1986,,,,鳥取県　県農業試験場,西海130号/コシヒカリ
10720,"鳥系65号
",,,水稲,粳,3038-87,1981,1987,,,,鳥取県　県農業試験場,ホウレイ/コシヒカリ
10721,"鳥系66号
 
",おまちかね,おまちかね,水稲,粳,3103-87,1981,1987,,,1996,鳥取県　県農業試験場,中国73号/コシヒカリ
10722,"鳥系67号
",,,水稲,粳,3036-88,1981,1988,,,,鳥取県　県農業試験場,ホウレイ/コシヒカリ
10723,"鳥系葯68号
",,,水稲,粳,1629-89,1984,1989,,,,鳥取県　県農業試験場,ニホンマサリ/鳥系58号
10724,"鳥系69号
",,,水稲,粳,3213-89,1984,1989,,,,鳥取県　県農業試験場,越南131号/日本晴
10725,"鳥系70号
",,,水稲,粳,3010-89,1984,1989,,,,鳥取県　県農業試験場,コシヒカリ/日本晴
10726,"鳥系葯71号
",,,水稲,粳,3021-92,1984,1992,,,,鳥取県　県農業試験場,コシヒカリ/鳥系55号
10727,"鳥系72号
",とりの泉,とりのいずみ,水稲,粳,3096-92,1984,1992,,,2008,鳥取県　県農林総合研究所農業試験場,コシヒカリ/黄金晴
10728,"鳥系73号
",,,水稲,粳,3006-94,1988,1994,,,,鳥取県　県農業試験場,鳥系65号/コシヒカリ
10729,"鳥系葯74号
",,,水稲,粳,3013-94,1989,1994,,,,鳥取県　県農業試験場,アキヒカリ/はなの舞い
10730,"鳥系75号
",,,水稲,粳,3003-95,1989,1995,,,,鳥取県　県農業試験場,はつこしじ/はなの舞い
10731,"鳥系76号
",,,水稲,粳,3092-95,1991,1995,,,,鳥取県　県農業試験場,西海181号/鳥系66号
10732,"鳥系77号
 
",,,水稲,粳,3014-96,1991,1996,,,,鳥取県　県農業試験場,コシヒカリ/キヌヒカリ
10733,"鳥系78号
",,,水稲,粳,3044-96,1991,1995,,,,鳥取県　県農業試験場,ミネアサヒ/鳥系66号
10734,"鳥系糯79号
",,,水稲,糯,3084-97,1992,1997,,,,鳥取県　県農業試験場,稲系糯90号/西海181号
10735,"鳥系80号
",,,水稲,粳,3016-98,1993,1999,,,,鳥取県　県農業試験場,鳥系67号/関東165号
10736,"鳥系81号
",,,水稲,粳,3074-98,1991,1999,,,,鳥取県　県農業試験場,ミネアサヒ/鳥系66号
10737,"鳥系82号
",,,水稲,粳,3005-99,1994,2001,,,,鳥取県　県農業試験場,北陸160号/ハナエチゼン
10738,"鳥系83号
",,,水稲,粳,3019-01,1995,2002,,,,鳥取県　県農業試験場,鳥系73号/おまちかね
10739,"鳥系84号
",,,水稲,粳,3022-01,1996,2002,,,,鳥取県　県農業試験場,ヤマヒカリ/ヒノヒカリ
10740,"鳥系85号
",,,水稲,粳,3005-04,1995,2005,,,,鳥取県　県農業試験場,コシヒカリ/ハナエチゼン
10741,"鳥系86号
",,,水稲,粳,3033-05,1996,2006,,,,鳥取県　県農業試験場,ヤマヒカリ/鳥系78号
10742,"鳥系酒87号
",鳥姫,とりひめ,水稲,粳,W1-05,1996,2008,,,2009,鳥取県　県農林総合研究所農業試験場,神の舞/玉栄
10743,"鳥系88号
",,,水稲,粳,3041-06,1999,2008,,,,鳥取県　県農林総合研究所農業試験場,西海238号/ヤマヒカリ
10744,"鳥系89号
",,,水稲,粳,3034-07,1999,2009,,,,鳥取県　県農林総合研究所農業試験場,南海148号/ヤマホウシ
10745,"鳥系90号
",,,水稲,粳,3002-09,2004,2012,,,,鳥取県　県農林総合研究所農業試験場,東北176号/2*ひとめぼれ
